place	lat	long	title	date
107 Commerce Street	56.5583	-2.5820	GALE’S TOLL ON LAND AND SEA	1950-09-18
DUNDEE	56.4584	-2.9737	GALE’S TOLL ON LAND AND SEA	1950-09-18
Caldrum Street	56.4707	-2.9737	GALE’S TOLL ON LAND AND SEA	1950-09-18
44 Caldrum Street	56.4707	-2.9737	GALE’S TOLL ON LAND AND SEA	1950-09-18
43 Main Street	56.4574	-3.1183	GALE’S TOLL ON LAND AND SEA	1950-09-18
74 Caldrum Street	56.4707	-2.9737	GALE’S TOLL ON LAND AND SEA	1950-09-18
St Cyrus	56.7740	-2.4177	Tailor Made To Retire	1950-09-18
Carnoustie	56.5014	-2.7090	Tailor Made To Retire	1950-09-18
Forfar	56.6441	-2.8890	Forfar Gets More Bad News	1950-09-18
Gateside	56.5870	-2.9148	FORFAR SHOW AND SALE	1950-09-18
Airlie	56.6383	-3.1168	FORFAR SHOW AND SALE	1950-09-18
Turin	56.6646	-2.7605	FORFAR SHOW AND SALE	1950-09-18
Dundee	56.4584	-2.9737	BOLAND TO MEET CHAMPION	1950-09-18
Dundee Road	56.4686	-2.9033	PERTH CYCLIST WINS OPEN “25”	1950-09-18
Montrose	56.7092	-2.4672	NEW CENTRE LEADS MONTROSE	1950-09-18
Brechin	56.7322	-2.6603	LATE GOAL ENDS GOURDON HOPES	1950-09-18
Edzell	56.8097	-2.6557	LATE GOAL ENDS GOURDON HOPES	1950-09-18
St Cyrus	56.7740	-2.4177	LATE GOAL ENDS GOURDON HOPES	1950-09-18
Johnshaven	56.7945	-2.3365	LATE GOAL ENDS GOURDON HOPES	1950-09-18
Kirriemuir	56.6731	-3.0045	TEN-GOAL LOON	1950-09-18
Montrose	56.7092	-2.4672	MONTROSE Y.M. ATHLETIC CLUB OFFICIALS.	1950-09-18
Dundee	56.4584	-2.9737	The Gwilliam Touch Inspired Accies	1950-09-18
Forfar Road	56.5944	-2.6436	The Gwilliam Touch Inspired Accies	1950-09-18
Station Park	56.8286	-2.2852	The Gwilliam Touch Inspired Accies	1950-09-18
Brechin	56.7322	-2.6603	Rugby Shorts	1950-09-18
Carnoustie	56.5014	-2.7090	Her Seventh Title	1950-09-18
Monifieth	56.4831	-2.8161	Her Seventh Title	1950-09-18
MONIFIETH	56.4831	-2.8161	Her Seventh Title	1950-09-18
DUNDEE	56.4584	-2.9737	Her Seventh Title	1950-09-18
Kirriemuir	56.6731	-3.0045	Her Seventh Title	1950-09-18
Monifieth	56.4831	-2.8161	ANGLING.	1950-09-18
Carnoustie	56.5014	-2.7090	GALA GOLF WEKk AT CARNOUSTIE	1950-09-18
East End	56.8287	-2.2822	PENALTY MISS WAS K.O.	1950-09-18
Brechin	56.7322	-2.6603	PENALTY MISS WAS K.O.	1950-09-18
Gourdon	56.8281	-2.2871	PENALTY MISS WAS K.O.	1950-09-18
Station Park	56.8286	-2.2852	PENALTY MISS WAS K.O.	1950-09-18
Forfar	56.6441	-2.8890	AYR KEY MAN MAY MISS SECOND GAME	1950-09-18
East End	56.8287	-2.2822	Elmwood Shock for Harp	1950-09-18
Carnoustie	56.5014	-2.7090	Elmwood Shock for Harp	1950-09-18
Monifieth	56.4831	-2.8161	Elmwood Shock for Harp	1950-09-18
East End	56.8287	-2.2822		1950-09-18
Tannadice	56.7124	-2.8591	Fight-Back Hopes In Cup “Returns”	1950-09-18
Dundee	56.4584	-2.9737	Dens Mid-Line Impressed Selectors	1950-09-18
9 Forres Crescent	56.4892	-2.9750	BRIDAL PARTY WENT TO INFIRMARY	1950-09-18
Dundee	56.4584	-2.9737	BRIDAL PARTY WENT TO INFIRMARY	1950-09-18
16 Mains Road	56.4725	-2.9754	BRIDAL PARTY WENT TO INFIRMARY	1950-09-18
Brechin	56.7322	-2.6603	WEIGHT-LIFTERS GET TOGETHER	1950-09-18
Forfar	56.6441	-2.8890	WEIGHT-LIFTERS GET TOGETHER	1950-09-18
Dundee	56.4584	-2.9737	WEIGHT-LIFTERS GET TOGETHER	1950-09-18
Bridgend	56.8044	-2.7600	GUTHRIE BRIDE FOR FRIOCKHEIM MAN	1950-09-18
9 Kinnaird Street	56.6378	-2.6596	GUTHRIE BRIDE FOR FRIOCKHEIM MAN	1950-09-18
Friockheim	56.6379	-2.6586	GUTHRIE BRIDE FOR FRIOCKHEIM MAN	1950-09-18
22 Ashbank Road	56.4618	-3.0006	CIVIL ENGINEER'S BRIDE	1950-09-18
Dundee	56.4584	-2.9737	CIVIL ENGINEER'S BRIDE	1950-09-18
Auchmithie	56.5886	-2.5263	AN ANGUS VILLAGE	1950-09-19
Carnoustie	56.5014	-2.7090	CIVIC WELCOME FOR GOLFERS	1950-09-19
Monifieth	56.4831	-2.8161	CIVIC WELCOME FOR GOLFERS	1950-09-19
Dundee	56.4584	-2.9737	Dundee University College Scheme	1950-09-19
Auchmithie	56.5886	-2.5263	Auchmithie Plan Gets Second Thoughts	1950-09-19
234 Blackness Road	56.4607	-3.0034	Auchmithie Plan Gets Second Thoughts	1950-09-19
Brechin	56.7322	-2.6603	RATE INCREASE “LIKE BARGAIN SALE”	1950-09-19
Dundee	56.4584	-2.9737	D.,P, and L. Ship Makes Port With A List	1950-09-19
Dundee	56.4584	-2.9737	GALE DAMAGES TAY YACHTS	1950-09-19
Arbroath	56.5623	-2.5841		1950-09-19
Barnhill	56.4747	-2.8575		1950-09-19
Carnoustie	56.5014	-2.7090		1950-09-19
Broughty Ferry	56.4674	-2.8761		1950-09-19
Dundee	56.4584	-2.9737		1950-09-19
15 Elgin Street	56.4831	-2.9829	DUNDEE GIRLS FORM PIPE BAND	1950-09-19
Forfar	56.6441	-2.8890	Her Grace The Mayor	1950-09-19
St Cyrus	56.7740	-2.4177	AMONG BEST-KEPT STATIONS	1950-09-19
Wellgate	56.5622	-2.5894	HALT CALLED TO IMPROVEMENTS	1950-09-19
Harefield Road	56.4747	-3.0045	PUB IN HOUSING AREA TURNED DOWN	1950-09-19
1 Whitehall Crescent	56.4592	-2.9698	PUB IN HOUSING AREA TURNED DOWN	1950-09-19
Fintry	56.4904	-2.9409	PUB IN HOUSING AREA TURNED DOWN	1950-09-19
Kirkton	56.4140	-3.0357	PUB IN HOUSING AREA TURNED DOWN	1950-09-19
Arbroath	56.5623	-2.5841	BREEZY HOLIDAY FOR ANGUS TOWNS	1950-09-19
Dundee	56.4584	-2.9737	BREEZY HOLIDAY FOR ANGUS TOWNS	1950-09-19
Montrose	56.7092	-2.4672	BREEZY HOLIDAY FOR ANGUS TOWNS	1950-09-19
59 Dock Street	56.4600	-2.9670	DEATH OF FORMER G.P.O. OFFICIAL	1950-09-19
South Road	56.4720	-3.0338	DEATH OF FORMER G.P.O. OFFICIAL	1950-09-19
Carnoustie	56.5014	-2.7090		1950-09-19
Forfar	56.6441	-2.8890	FORFAR LIVESTOCK	1950-09-19
Ferryden	56.6989	-2.4752	FERRYDEN MAN IS NEW MINISTER	1950-09-19
Montrose	56.7092	-2.4672	LIQUIDATION OF MONTROSE FIRM	1950-09-19
Inverbervie	56.8447	-2.2798	NEW POST FOR MASTER OF FIVE STATIONS	1950-09-19
Johnshaven	56.7945	-2.3365	NEW POST FOR MASTER OF FIVE STATIONS	1950-09-19
Gourdon	56.8281	-2.2871	NEW POST FOR MASTER OF FIVE STATIONS	1950-09-19
St Cyrus	56.7740	-2.4177	NEW POST FOR MASTER OF FIVE STATIONS	1950-09-19
3 Dock Street	56.7934	-2.3374	JOHNSHAVEN DIAMOND WEDDING	1950-09-19
Johnshaven	56.7945	-2.3365	JOHNSHAVEN DIAMOND WEDDING	1950-09-19
26 Bridge Street	56.7286	-2.6560	STREET ROWS END IN COURT	1950-09-19
Brechin	56.7322	-2.6603	STREET ROWS END IN COURT	1950-09-19
24 Church Street	56.8106	-2.6581	STREET ROWS END IN COURT	1950-09-19
Market Street	56.7336	-2.6605	STREET ROWS END IN COURT	1950-09-19
10 Pitforthie Place	56.7350	-2.6464	STREET ROWS END IN COURT	1950-09-19
Dundee	56.4584	-2.9737		1950-09-19
Carnoustie	56.5014	-2.7090	SPOTLIGHT ON TWO TO-DAY	1950-09-19
MONTROSE	56.7092	-2.4672	SPOTLIGHT ON TWO TO-DAY	1950-09-19
Dundee	56.4584	-2.9737	NON-STOP TRAINING IS TENNANT WAY	1950-09-19
Tannadice	56.7124	-2.8591	A Day Off For Ayr’s School Teacher	1950-09-19
Dundee	56.4584	-2.9737	A Day Off For Ayr’s School Teacher	1950-09-19
Forfar	56.6441	-2.8890	A Day Off For Ayr’s School Teacher	1950-09-19
Station Park	56.8286	-2.2852	A Day Off For Ayr’s School Teacher	1950-09-19
St Cyrus	56.7740	-2.4177	A Day Off For Ayr’s School Teacher	1950-09-19
Gourdon	56.8281	-2.2871	A Day Off For Ayr’s School Teacher	1950-09-19
BRECHIN	56.7322	-2.6603	A Day Off For Ayr’s School Teacher	1950-09-19
21 Canning Street	56.4740	-2.9775	MILKMAN DIDN’T GET HIS JOB BACK	1950-09-19
62 Mains Road	56.4725	-2.9754	MILKMAN DIDN’T GET HIS JOB BACK	1950-09-19
Scott Street	56.4390	-2.9404	PERTH WOMAN DRIVER FINED	1950-09-19
186 High Street	56.8097	-2.6557	PERTH WOMAN DRIVER FINED	1950-09-19
35 Guthrie Street	56.4609	-2.9816	POLICEMAN WEDS	1950-09-19
Dundee	56.4584	-2.9737	POLICEMAN WEDS	1950-09-19
44 Ann Street	56.4683	-2.9695	POLICEMAN WEDS	1950-09-19
Tayport	56.4465	-2.8800	EAST FIFE’S ROYAL VISIT	1950-09-20
Downie Park	56.4813	-2.9744	FASHION NOTE	1950-09-20
Kirriemuir	56.6731	-3.0045	FASHION NOTE	1950-09-20
Tayport	56.4465	-2.8800	OLD FOLK AND BAIRNS MEET THE QUEEN	1950-09-20
TAYPORT	56.4465	-2.8800	OLD FOLK AND BAIRNS MEET THE QUEEN	1950-09-20
Queen Street	56.4452	-2.8812	OLD FOLK AND BAIRNS MEET THE QUEEN	1950-09-20
Charles Street	56.4981	-2.7233	OLD FOLK AND BAIRNS MEET THE QUEEN	1950-09-20
East Street	56.7956	-2.3308	OLD FOLK AND BAIRNS MEET THE QUEEN	1950-09-20
13 Rose Street	56.4469	-2.8779	OLD FOLK AND BAIRNS MEET THE QUEEN	1950-09-20
Montrose	56.7092	-2.4672	DEATH FOLLOWS CRASH ABROAD	1950-09-20
Tarfside	56.9061	-2.8365	DRIVER INJURED IN GLENESK CRASH	1950-09-20
Montrose	56.7092	-2.4672	MONTROSE MOVES UP SAVINGS LEAGUE	1950-09-20
Viewfield Road	56.5571	-2.6017		1950-09-20
Barnhill	56.4747	-2.8575		1950-09-20
Dundee	56.4584	-2.9737		1950-09-20
Arbroath	56.5623	-2.5841		1950-09-20
Clova	56.8441	-3.1045		1950-09-20
Gourdon	56.8281	-2.2871	Royal Post For Mearns Girl	1950-09-20
Dundee	56.4584	-2.9737	WIDESPREAD POWER CUT AFTER PLANE CRASH	1950-09-20
St Cyrus	56.7740	-2.4177	UNIONIST FETE DREW £2500	1950-09-20
62 Victoria Street	56.7140	-2.4683	UNIONIST FETE DREW £2500	1950-09-20
Union Terrace	56.4661	-2.9774	ABERDEEN STATUES MAY BE RESITED	1950-09-20
Castle Street	56.7962	-2.3316	ABERDEEN STATUES MAY BE RESITED	1950-09-20
Tayport	56.4465	-2.8800	A JOYOUS MOMENT	1950-09-20
Dundee	56.4584	-2.9737	SHEEP SAVED FROM CARSE FARM FIRE	1950-09-20
Kinnaird	56.7076	-2.5983	SMILING PRINCESS AT PERTH	1950-09-20
Princes Street	56.5568	-2.5931	EX-WARDER WHO SHOWED FAVOUR IS JAILED	1950-09-20
Kirriemuir	56.6731	-3.0045	KIRRIE WORKERS AGREE TO 48-HOUR WEEK	1950-09-20
Forfar	56.6441	-2.8890	KIRRIE WORKERS AGREE TO 48-HOUR WEEK	1950-09-20
Craigton	56.6419	-3.0973	LAMB SALES	1950-09-20
Brechin	56.7322	-2.6603		1950-09-20
Arbroath	56.5623	-2.5841	BOWLING DOUBLE FOR PRESIDENT	1950-09-20
ARBROATH	56.5623	-2.5841	BUT R. AND A. STAND FIRM	1950-09-20
Carnoustie	56.5014	-2.7090	COTTON MAY HAVE TO SCRATCH	1950-09-20
Kinnell	56.6444	-2.6385	Same Stirling Albion	1950-09-20
Montrose	56.7092	-2.4672	SCORE-BOARD	1950-09-20
Arbroath	56.5623	-2.5841	SCORE-BOARD	1950-09-20
Station Park	56.8286	-2.2852	SCORE-BOARD	1950-09-20
Tannadice	56.7124	-2.8591	League Cup Tearns Ring The Changes	1950-09-20
BRECHIN	56.7322	-2.6603	League Cup Tearns Ring The Changes	1950-09-20
Brechin	56.7322	-2.6603	League Cup Tearns Ring The Changes	1950-09-20
Montrose	56.7092	-2.4672	League Cup Tearns Ring The Changes	1950-09-20
Tannadice	56.7124	-2.8591	United’s Leader	1950-09-20
John Street	56.7130	-2.4664	1000 SCHOOL MEALS WASTED	1950-09-20
Gateside	56.5870	-2.9148	RIDGE RAISES CLAIM FOR DAMAGES	1950-09-20
Letham	56.6288	-2.7696	RIDGE RAISES CLAIM FOR DAMAGES	1950-09-20
Springfield	56.4571	-2.9861	RIDGE RAISES CLAIM FOR DAMAGES	1950-09-20
Brechin	56.7322	-2.6603	Councillors Cut Fences	1950-09-21
West Port	56.4595	-2.9788	COLOURFUL SCENES FOR ROYAL VISITOR	1950-09-21
South Street	56.4805	-2.8147	COLOURFUL SCENES FOR ROYAL VISITOR	1950-09-21
79 South Street	56.4805	-2.8147	COLOURFUL SCENES FOR ROYAL VISITOR	1950-09-21
Dundee	56.4584	-2.9737	COLOURFUL SCENES FOR ROYAL VISITOR	1950-09-21
Tealing	56.5336	-2.9631	COLOURFUL SCENES FOR ROYAL VISITOR	1950-09-21
Kirriemuir	56.6731	-3.0045	Kirrie Keeps Lights On For Princess	1950-09-21
Airlie	56.6383	-3.1168	Kirrie Keeps Lights On For Princess	1950-09-21
Glenogil	56.7581	-2.9051	Kirrie Keeps Lights On For Princess	1950-09-21
Brechin	56.7322	-2.6603	Kirrie Keeps Lights On For Princess	1950-09-21
Westwood	56.7313	-2.6644	Kirrie Keeps Lights On For Princess	1950-09-21
Dundee	56.4584	-2.9737	Kirrie Keeps Lights On For Princess	1950-09-21
Forfar	56.6441	-2.8890	Kirrie Keeps Lights On For Princess	1950-09-21
Monifieth	56.4831	-2.8161	Kirrie Keeps Lights On For Princess	1950-09-21
Carnoustie	56.5014	-2.7090	Kirrie Keeps Lights On For Princess	1950-09-21
Broughty Ferry	56.4674	-2.8761	Kirrie Keeps Lights On For Princess	1950-09-21
Montrose	56.7092	-2.4672	Kirrie Keeps Lights On For Princess	1950-09-21
Craigton	56.5347	-2.7956	Kirrie Keeps Lights On For Princess	1950-09-21
St Cyrus	56.7740	-2.4177	Kirrie Keeps Lights On For Princess	1950-09-21
Arbroath	56.5623	-2.5841	Kirrie Keeps Lights On For Princess	1950-09-21
Longforgan	56.4575	-3.1177	Kirrie Keeps Lights On For Princess	1950-09-21
Invergowrie	56.4596	-3.0621	Kirrie Keeps Lights On For Princess	1950-09-21
Inverkeilor	56.6339	-2.5481	Kirrie Keeps Lights On For Princess	1950-09-21
107 Liff Road	56.4781	-3.0413		1950-09-21
Dundee	56.4584	-2.9737		1950-09-21
Arbroath	56.5623	-2.5841	Squeeze For Arbroath Fishers	1950-09-21
89 Arbroath Road	56.4783	-2.8878	KNOCKED OUT BY DEAD BULLOCK	1950-09-21
79 South Street	56.5574	-2.5761	Cheery Word From Queen	1950-09-21
Dundee	56.4584	-2.9737	MISS MURRAY SPEAKS AT UNIONIST DANCE	1950-09-21
Carnoustie	56.5014	-2.7090	CARNOUSTIE DIPS INTO RESERVES	1950-09-21
Gray Street	56.4737	-3.0204	Logan Locos For Norway	1950-09-21
Dundee	56.4584	-2.9737	Logan Locos For Norway	1950-09-21
Forfar	56.6441	-2.8890	RECORD PRICE FOR THORN SHEEP	1950-09-21
Carnoustie	56.5014	-2.7090	Ward And King Out: Home Scots Advance	1950-09-21
Brechin	56.7322	-2.6603	ANGUS CHURCH INDUCTION	1950-09-21
Wormit	56.4241	-2.9809	ANGUS CHURCH INDUCTION	1950-09-21
Aberlemno	56.6905	-2.7833	FORFAR CYCLTST FOUND HURT	1950-09-21
Forfar	56.6441	-2.8890	FORFAR CYCLTST FOUND HURT	1950-09-21
Dundee	56.4584	-2.9737		1950-09-21
EDZELL	56.8097	-2.6557	Micklem Wins With 73	1950-09-21
Carnoustie	56.5014	-2.7090		1950-09-21
KINNAIRD	56.7076	-2.5983	ASCOT RUNNERS	1950-09-21
Brechin	56.7322	-2.6603	LATE GOAL BEATS BRECHIN	1950-09-21
Arbroath	56.5623	-2.5841	LATE GOAL BEATS BRECHIN	1950-09-21
Tannadice	56.7124	-2.8591	Shock Goal Took The Zip Out Of United	1950-09-21
Arbroath	56.5623	-2.5841	ARBROATH PROTEST PROMPTS M‘NEIL	1950-09-21
Brechin	56.7322	-2.6603	ANGUS MINISTER FOR AUSTRALIA	1950-09-21
Forfar	56.6441	-2.8890	LESS UNEMPLOYMENT IN DUNDEE	1950-09-21
DUNDEE	56.4584	-2.9737	Courier and Advertiser	1950-09-22
Dundee	56.4584	-2.9737	ST ANDREWS CELEBRATIONS	1950-09-22
Broughty Ferry	56.4674	-2.8761	DUNDEE UNIONISTS’ COFFEE MORNING	1950-09-22
Dundee	56.4584	-2.9737	DUNDEE UNIONISTS’ COFFEE MORNING	1950-09-22
Carnoustie	56.5014	-2.7090	Three Midland Golfers In Last Eight	1950-09-22
Ninewells	56.4581	-3.0369	TWO-DECKER TOPPLES IN DUNDEE	1950-09-22
Dundee	56.4584	-2.9737	TWO-DECKER TOPPLES IN DUNDEE	1950-09-22
Perth Road	56.4565	-3.0159	TWO-DECKER TOPPLES IN DUNDEE	1950-09-22
Riverside Drive	56.4531	-2.9998	TWO-DECKER TOPPLES IN DUNDEE	1950-09-22
12 Parker Street	56.4641	-2.9788	TWO-DECKER TOPPLES IN DUNDEE	1950-09-22
Invergowrie	56.4596	-3.0621	TWO-DECKER TOPPLES IN DUNDEE	1950-09-22
8 Carselea Road	56.4603	-3.0604	TWO-DECKER TOPPLES IN DUNDEE	1950-09-22
7 Hill Street	56.4695	-2.8725	TWO-DECKER TOPPLES IN DUNDEE	1950-09-22
High Street	56.6732	-3.0045	JAIL FOR PERTH RAZOR-SLASHER	1950-09-22
Brechin	56.7322	-2.6603	ANGUS POLICE CHANGES	1950-09-22
Montrose	56.7092	-2.4672	ANGUS POLICE CHANGES	1950-09-22
Letham	56.6288	-2.7696	ANGUS POLICE CHANGES	1950-09-22
Kirriemuir	56.6731	-3.0045	ANGUS POLICE CHANGES	1950-09-22
Dundee	56.4584	-2.9737	BILLY RATTRAY NEW CHAMPION	1950-09-22
MONTROSE	56.7092	-2.4672	BOWLING.	1950-09-22
Montrose	56.7092	-2.4672	BOWLING.	1950-09-22
Brechin	56.7322	-2.6603	BOWLING.	1950-09-22
Forfar	56.6441	-2.8890	ALERT FOR FORFAR FIREMEN	1950-09-22
Aberlemno	56.6905	-2.7833	ALERT FOR FORFAR FIREMEN	1950-09-22
Dundee	56.4584	-2.9737		1950-09-22
Victoria Road	56.6381	-2.6603	Jail For Man Who Attacked M.P.	1950-09-22
Dundee	56.4584	-2.9737	DANGER FROM RUHR STEEL	1950-09-22
Ninewells	56.4581	-3.0369	Bus With 30 Plunges Into Field	1950-09-22
Dundee	56.4584	-2.9737	Bus With 30 Plunges Into Field	1950-09-22
Atholl Street	56.4704	-3.0120	£10 FINE AND DRIVING BAN ON PERTH MAN	1950-09-22
Muirhead	56.4969	-3.0665	MUIRHEAD WELCOMES MINISTER	1950-09-22
Liff	56.4858	-3.0850	MUIRHEAD WELCOMES MINISTER	1950-09-22
Brechin	56.7322	-2.6603		1950-09-22
6 Maitland Street	56.4698	-2.9589	RIOTS AGAINST REDS IN SEOUL	1950-09-22
43 Helmsdale Crescent	56.4930	-2.9822	RIOTS AGAINST REDS IN SEOUL	1950-09-22
20 Shamrock Street	56.4760	-2.9557	VAN SKIDS—THEN TURNS OVER	1950-09-22
Dundee	56.4584	-2.9737	VAN SKIDS—THEN TURNS OVER	1950-09-22
Carnoustie	56.5014	-2.7090	GOLFERS JOIN FOR WINTER TESTS	1950-09-22
Arbroath	56.5623	-2.5841	Panmure’s Best For Edinburgh	1950-09-22
Arbroath	56.5623	-2.5841		1950-09-22
Dundee	56.4584	-2.9737	Rugby Shorts	1950-09-22
Arbroath	56.5623	-2.5841	Rugby Shorts	1950-09-22
Station Park	56.8286	-2.2852	Rugby Shorts	1950-09-22
Elliot Road	56.4619	-3.0197	Rugby Shorts	1950-09-22
Arbroath	56.5623	-2.5841	HOCKEY	1950-09-22
Dundee	56.4584	-2.9737	HOCKEY	1950-09-22
Elliot Road	56.4619	-3.0197	HOCKEY	1950-09-22
Carnoustie	56.5014	-2.7090	John Panton The Giant Killer	1950-09-22
Dundee	56.4584	-2.9737	LIDDELL’S WINNER	1950-09-22
CARNOUSTIE	56.5014	-2.7090	15-YEAR-OLD CENTRE FOR PANMURE	1950-09-22
Forfar	56.6441	-2.8890	15-YEAR-OLD CENTRE FOR PANMURE	1950-09-22
Beechwood Park	56.5038	-2.7248	15-YEAR-OLD CENTRE FOR PANMURE	1950-09-22
Arbroath	56.5623	-2.5841	15-YEAR-OLD CENTRE FOR PANMURE	1950-09-22
Carnoustie	56.5014	-2.7090	15-YEAR-OLD CENTRE FOR PANMURE	1950-09-22
Westfield Park	56.6372	-2.9056	15-YEAR-OLD CENTRE FOR PANMURE	1950-09-22
Fairfield	56.5570	-2.6082	15-YEAR-OLD CENTRE FOR PANMURE	1950-09-22
Dundee	56.4584	-2.9737	BILLY STEEL SIGNS FOR DUNDEE	1950-09-22
MONTROSE	56.7092	-2.4672	BILLY STEEL SIGNS FOR DUNDEE	1950-09-22
Montrose	56.7092	-2.4672	BILLY STEEL SIGNS FOR DUNDEE	1950-09-22
Brechin	56.7322	-2.6603	BILLY STEEL SIGNS FOR DUNDEE	1950-09-22
EAST END	56.8287	-2.2822	BILLY STEEL SIGNS FOR DUNDEE	1950-09-22
BRECHIN	56.7322	-2.6603	BILLY STEEL SIGNS FOR DUNDEE	1950-09-22
Riverside Drive	56.4531	-2.9998	DUNDEE HAS OLYMPIC HOPES	1950-09-22
Dundee	56.4584	-2.9737	DUNDEE HAS OLYMPIC HOPES	1950-09-22
Ferry Road	56.4770	-2.8379	DUNDEE HAS OLYMPIC HOPES	1950-09-22
Broughty Ferry Road	56.4685	-2.9325	DUNDEE HAS OLYMPIC HOPES	1950-09-22
72 Atholl Street	56.4704	-3.0120	FIFE MOTORIST FINED £25	1950-09-22
12 Bridge Street	56.5589	-2.5879	ARBROATH JANITOR STRUCK WOMAN	1950-09-22
18 Bridge Street	56.7085	-2.4725	ARBROATH JANITOR STRUCK WOMAN	1950-09-22
Brechin	56.7322	-2.6603	FARNELL CHURCH PRESENTATIONS	1950-09-22
Montrose	56.7092	-2.4672	FARNELL CHURCH PRESENTATIONS	1950-09-22
Montrose	56.7092	-2.4672		1950-09-22
Inverkeilor	56.6339	-2.5481	ANGUS MAN BUYS ABERDEEN HOTEL	1950-09-23
Monikie	56.5335	-2.8134	DUNDEE T.T. RIDER FINED	1950-09-23
Dundee	56.4584	-2.9737	DUNDEE T.T. RIDER FINED	1950-09-23
Dundee	56.4584	-2.9737	BOY DIES AFTER FALL	1950-09-23
Dundee	56.4584	-2.9737	Johnny Beveridge Dies At Fireside	1950-09-23
61 Sandeman Street	56.4752	-2.9678	Johnny Beveridge Dies At Fireside	1950-09-23
Dundee	56.4584	-2.9737	Their Home Came 450 Miles	1950-09-23
Montrose	56.7092	-2.4672	MONTROSE GETS DOORTO-DOOR DINNERS	1950-09-23
Southesk Street	56.7333	-2.6560	HELPING HAND FOR BRECHIN PENSIONERS	1950-09-23
Birkhill	56.4960	-3.0549	CHILD FORGOTTEN AFTER ACCIDENT	1950-09-23
Dundee	56.4584	-2.9737	CHILD FORGOTTEN AFTER ACCIDENT	1950-09-23
Monifieth	56.4831	-2.8161	FORMER FORFAR PROVOST HONOURED	1950-09-23
Dundee	56.4584	-2.9737		1950-09-23
Montrose	56.7092	-2.4672	CRICKETER-FOOTBALLER NOT GUILTY OF THEFT	1950-09-23
Dundee	56.4584	-2.9737	Dundee's Need For Radio Talent	1950-09-23
South Road	56.4720	-3.0338	£1400 STARTS CUPAR TOWN HALL FUND	1950-09-23
Arbroath	56.5623	-2.5841		1950-09-23
Dundee	56.4584	-2.9737		1950-09-23
Carnoustie	56.5014	-2.7090	Goliers Victory Smile	1950-09-23
Dundee	56.4584	-2.9737		1950-09-23
Arbroath	56.5623	-2.5841		1950-09-23
Dundee	56.4584	-2.9737	BRITISH CAPTURE TOWN	1950-09-23
Cortachy	56.7249	-2.9922	SHIPPING MOVEMENTS.	1950-09-23
Dundee	56.4584	-2.9737	Dundee Firm Has Tab On Big Export	1950-09-23
Dundee	56.4584	-2.9737	DUNDEE JUTE MARKET	1950-09-23
Dundee	56.4584	-2.9737	COMPANY NEWS	1950-09-23
Dundee	56.4584	-2.9737	NEW DUNDEE COMPANY	1950-09-23
2 Union Street	56.4587	-2.9705	NEW DUNDEE COMPANY	1950-09-23
Westwood	56.7313	-2.6644	PERTH LIVESTOCK PRICES	1950-09-23
Newbigging	56.5142	-2.8173	PERTH LIVESTOCK PRICES	1950-09-23
MONTROSE	56.7092	-2.4672	PERTH LIVESTOCK PRICES	1950-09-23
Dundee	56.4584	-2.9737	DUNDEE ESTATES	1950-09-23
198 Lochee Road	56.4646	-2.9929	DUNDEE ESTATES	1950-09-23
12 Fleuchar Street	56.4628	-2.9947	DUNDEE ESTATES	1950-09-23
Carnoustie	56.5014	-2.7090	DUNDEE ESTATES	1950-09-23
Broughty Ferry	56.4674	-2.8761	DUNDEE ESTATES	1950-09-23
Mains Drive	56.4802	-2.9600	DUNDEE ESTATES	1950-09-23
9 Well Road	56.4578	-2.9852	DUNDEE ESTATES	1950-09-23
42 Dalhousie Road	56.4733	-2.8468	DUNDEE ESTATES	1950-09-23
287 Perth Road	56.4565	-3.0159	DUNDEE ESTATES	1950-09-23
Barnhill	56.4747	-2.8575	BARNHILL KIRK HAS £3000 TARGET	1950-09-23
Dundee	56.4584	-2.9737	DEGREE EXAMINATION RESULTS	1950-09-23
Dundee	56.4584	-2.9737	Leuchars Greeting Went 510 Miles	1950-09-23
Dundee	56.4584	-2.9737	LOGTKRATT CHURCH WEDDING	1950-09-23
Dundee	56.4584	-2.9737	DUNDEE CURLING CLUB OFFICIALS	1950-09-23
66 Tay Street	56.4494	-2.8799	SCOTSCRAIG CURLERS ELECT OFFICIALS	1950-09-23
Tayport	56.4465	-2.8800	SCOTSCRAIG CURLERS ELECT OFFICIALS	1950-09-23
Carnoustie	56.5014	-2.7090	Jowle Beats Cotton—Meets Rees I In Final	1950-09-23
MONTROSE	56.7092	-2.4672	Jowle Beats Cotton—Meets Rees I In Final	1950-09-23
Dundee	56.4584	-2.9737	To-Day's Card And Referees	1950-09-23
Forfar	56.6441	-2.8890	To-Day's Card And Referees	1950-09-23
Arbroath	56.5623	-2.5841	To-Day's Card And Referees	1950-09-23
Montrose	56.7092	-2.4672	Cup-Tie Team Sets Out Two Strong	1950-09-23
Forfar	56.6441	-2.8890	Cup-Tie Team Sets Out Two Strong	1950-09-23
Dundee	56.4584	-2.9737	COOLER HAD A BUSY TIME	1950-09-23
Dundee	56.4584	-2.9737	BILLY MAKES IT DERBY BAY WITH A DIFFERENCE	1950-09-23
Tannadice	56.7124	-2.8591	BILLY MAKES IT DERBY BAY WITH A DIFFERENCE	1950-09-23
