place	lat	long	title	date
Elliot Road	56.4619	-3.0197	Looks Bleak For Midlands Rugby	1950-01-27
Forfar	56.6441	-2.8890	Looks Bleak For Midlands Rugby	1950-01-27
Dundee	56.4584	-2.9737	GOING WILL BE TOUGH, BUT GAMES WILL GO ON	1950-01-27
BRECHIN	56.7322	-2.6603	GOING WILL BE TOUGH, BUT GAMES WILL GO ON	1950-01-27
Brechin	56.7322	-2.6603	GOING WILL BE TOUGH, BUT GAMES WILL GO ON	1950-01-27
Montrose	56.7092	-2.4672	GOING WILL BE TOUGH, BUT GAMES WILL GO ON	1950-01-27
Tannadice	56.7124	-2.8591	GOING WILL BE TOUGH, BUT GAMES WILL GO ON	1950-01-27
Forfar	56.6441	-2.8890	Ties and Refs.	1950-01-27
Forfar	56.6441	-2.8890	STEMHOUSE IN DONS' TEAM	1950-01-27
Brechin	56.7322	-2.6603	STEMHOUSE IN DONS' TEAM	1950-01-27
Carnoustie	56.5014	-2.7090	STEMHOUSE IN DONS' TEAM	1950-01-27
45 Commercial Street	56.4614	-2.9681	Duncrub, The House With 400 Doors	1950-01-27
DUNDEE	56.4584	-2.9737	BRITAIN OUT OF STEP	1950-01-30
DUNDEE	56.4584	-2.9737	BUSES AS USUAL TO-DAY	1950-01-30
Dundee	56.4584	-2.9737	BUSES AS USUAL TO-DAY	1950-01-30
Forfar	56.6441	-2.8890	BUSES AS USUAL TO-DAY	1950-01-30
Arbroath	56.5623	-2.5841	BUSES AS USUAL TO-DAY	1950-01-30
Edzell	56.8097	-2.6557	BUSES AS USUAL TO-DAY	1950-01-30
Monifieth	56.4831	-2.8161	BUSES AS USUAL TO-DAY	1950-01-30
Montrose	56.7092	-2.4672	BUSES AS USUAL TO-DAY	1950-01-30
Broughty Ferry	56.4674	-2.8761	THE COOPER REPORT NEGOTIATIONS	1950-01-30
377 Clepington Road	56.4776	-2.9729	FIFTY YEARS WITH THE "COURIER"	1950-01-30
Bridge Street	56.5589	-2.5879	PULLETS PERISH IN BLAZE	1950-01-30
Kirriemuir	56.6731	-3.0045	Angus Gardener Disappears	1950-01-30
Forfar	56.6441	-2.8890	Angus Gardener Disappears	1950-01-30
Dundee	56.4584	-2.9737		1950-01-30
9 Adelaide Terrace	56.4675	-2.9852	Dundee Bursaries Bequest	1950-01-30
Dundee	56.4584	-2.9737	Dundee Bursaries Bequest	1950-01-30
Hilltown	56.4690	-2.9746	DUNDEE WOMAN DIES IN HOLLAND	1950-01-30
Dundee	56.4584	-2.9737	MAKE CARS IN SCOTLAND	1950-01-30
Shore Terrace	56.4598	-2.9681		1950-01-30
Victoria Road	56.4657	-2.9680		1950-01-30
Montrose	56.7092	-2.4672	Baby's Cry Gives Fire Alarm	1950-01-30
Arbroath	56.5623	-2.5841	Baby's Cry Gives Fire Alarm	1950-01-30
Hilltown	56.4690	-2.9746	Mechanical Worry For Mr. Strachey	1950-01-30
Arbroath	56.5623	-2.5841	WELL KNOWN IN PERTH AND ARBROATH	1950-01-30
Dundee	56.4584	-2.9737	ASSOCIATION ASKS FOR NEW MEMBERS	1950-01-30
Forfar	56.6441	-2.8890	ASSOCIATION ASKS FOR NEW MEMBERS	1950-01-30
Douglas Street	56.4626	-2.9841	ASSOCIATION ASKS FOR NEW MEMBERS	1950-01-30
Springfield	56.4571	-2.9861	NOTED FIFE FARM MANAGER DEAD	1950-01-30
Dundee	56.4584	-2.9737		1950-01-30
Arbroath	56.5623	-2.5841	LEGION'S REQUEST TO ARBROATH COUNCIL	1950-01-30
Dundee	56.4584	-2.9737	COMMUNIST FOR SCOTS PARLIAMENT	1950-01-30
Forfar	56.6441	-2.8890	COMRIE STIR UP LEAGUE RACE	1950-01-30
Arbroath	56.5623	-2.5841	COMRIE STIR UP LEAGUE RACE	1950-01-30
Brechin	56.7322	-2.6603	CUP DRAW DAY AGAIN-AND 23 CLUBS CAN HARDLY WAIT!	1950-01-30
Dundee	56.4584	-2.9737	Penalties Not Always Fair Awards	1950-01-30
Tannadice	56.7124	-2.8591	UNITED HAD ALL THE CRAFT	1950-01-30
Forfar	56.6441	-2.8890	Even Neutrals Got Their Money's Worth	1950-01-30
Arbroath	56.5623	-2.5841	Brechin Took All The Glory	1950-01-30
Brechin	56.7322	-2.6603	Brechin Took All The Glory	1950-01-30
ARBROATH	56.5623	-2.5841	ARBROATH OUT OF LUCK	1950-01-30
Arbroath	56.5623	-2.5841	ARBROATH OUT OF LUCK	1950-01-30
Forfar	56.6441	-2.8890	DUNDEE JUNIOR FOR PARKHEAD	1950-01-30
DUNDEE	56.4584	-2.9737	DUNDEE JUNIOR FOR PARKHEAD	1950-01-30
Monifieth	56.4831	-2.8161	DUNDEE JUNIOR FOR PARKHEAD	1950-01-30
Dundee	56.4584	-2.9737	DUNDEE DIALECT HARD TO GET	1950-01-30
Forfar	56.6441	-2.8890	FORFAR ORGANIST AND BUSINESS MAN	1950-01-30
Glamis	56.6084	-3.0038	FORFAR ORGANIST AND BUSINESS MAN	1950-01-30
Longforgan	56.4575	-3.1177	DOG SHOW DRAWS 204 ENTRIES	1950-01-30
Airlie	56.6383	-3.1168	ANGUS CANDIDATE SAYS 5 YEARS LONG ENOUGH	1950-01-31
Forfar	56.6441	-2.8890	LIBERAL CHALLENGE TO DEBATE	1950-01-31
Dundee	56.4584	-2.9737	Jobs The Builder Didn’t Expect	1950-01-31
Milnbank Road	56.4621	-2.9929	Jobs The Builder Didn’t Expect	1950-01-31
South Ward Road	56.4608	-2.9755	Jobs The Builder Didn’t Expect	1950-01-31
Commercial Street	56.4614	-2.9681	Jobs The Builder Didn’t Expect	1950-01-31
Christie's Lane	56.7108	-2.4583	MONTROSE MAN IN GASSING MISHAP	1950-01-31
Montrose	56.7092	-2.4672	MONTROSE MAN IN GASSING MISHAP	1950-01-31
Dundee	56.4584	-2.9737	DUNDEE EXCHANGE	1950-01-31
99 Bridge Street	56.5589	-2.5879		1950-01-31
Garrison Road	56.7060	-2.4604	ABSENTEE KEPT HOUSE FOR FATHER	1950-01-31
Montrose	56.7092	-2.4672	ABSENTEE KEPT HOUSE FOR FATHER	1950-01-31
Forfar	56.6441	-2.8890	FORFAR SEED POTATO PRICES	1950-01-31
Brechin	56.7322	-2.6603		1950-01-31
Glenesk Avenue	56.4730	-2.9969		1950-01-31
Carnoustie	56.5014	-2.7090	COURT WARRANT FOR PERTHSHIRE MAN	1950-01-31
Brechin	56.7322	-2.6603	Inspector Trod The “Royal Beat”	1950-01-31
Arbroath	56.5623	-2.5841	Inspector Trod The “Royal Beat”	1950-01-31
Glamis	56.6084	-3.0038	Inspector Trod The “Royal Beat”	1950-01-31
Carnoustie	56.5014	-2.7090	Inspector Trod The “Royal Beat”	1950-01-31
Broughty Ferry	56.4674	-2.8761	Inspector Trod The “Royal Beat”	1950-01-31
Montrose	56.7092	-2.4672	Inspector Trod The “Royal Beat”	1950-01-31
Dundee	56.4584	-2.9737	Inspector Trod The “Royal Beat”	1950-01-31
Auchterhouse	56.5249	-3.0869	Inspector Trod The “Royal Beat”	1950-01-31
59 Lyon Street	56.4683	-2.9613	Inspector Trod The “Royal Beat”	1950-01-31
Dens Road	56.4718	-2.9684	Inspector Trod The “Royal Beat”	1950-01-31
53 Fort Street	56.4557	-3.0006	Inspector Trod The “Royal Beat”	1950-01-31
65 Princes Street	56.5568	-2.5931		1950-01-31
279 Strathmartine Road	56.5023	-3.0098	Thief Was Caught Red-Handed	1950-01-31
Brechin	56.7322	-2.6603	THIS VILLAGE SAYS “BARRY MANISHI”	1950-01-31
Dundee	56.4584	-2.9737	THE IMPASSE	1950-01-31
Reform Street	56.4814	-2.8163	THE SPLIT VOTE IN DUNDEE	1950-01-31
Dundee	56.4584	-2.9737		1950-01-31
Gray Street	56.4737	-3.0204		1950-01-31
Fintry	56.4904	-2.9409	Aether Briefs	1950-01-31
Tayport	56.4465	-2.8800	Aether Briefs	1950-01-31
Lindsay Street	56.6692	-3.0092	BLIZZARD LEAVES SKATING RINK ROADS	1950-01-31
Dundee	56.4584	-2.9737	BLIZZARD LEAVES SKATING RINK ROADS	1950-01-31
Fintry	56.4904	-2.9409	BLIZZARD LEAVES SKATING RINK ROADS	1950-01-31
Forfar Road	56.6666	-2.9935	BLIZZARD LEAVES SKATING RINK ROADS	1950-01-31
Arbroath	56.5623	-2.5841	BLIZZARD LEAVES SKATING RINK ROADS	1950-01-31
Kirriemuir	56.6731	-3.0045	BLIZZARD LEAVES SKATING RINK ROADS	1950-01-31
Glamis	56.6084	-3.0038	BLIZZARD LEAVES SKATING RINK ROADS	1950-01-31
Forfar	56.6441	-2.8890	BLIZZARD LEAVES SKATING RINK ROADS	1950-01-31
Montrose	56.7092	-2.4672	BLIZZARD LEAVES SKATING RINK ROADS	1950-01-31
216 Clepington Road	56.4776	-2.9729	Flying Nurse At 18	1950-01-31
Dundee	56.4584	-2.9737	Flying Nurse At 18	1950-01-31
Montrose	56.7092	-2.4672	NO PENSION QUESTIONS FOR CANDIDATES	1950-01-31
22 Viewfield Road	56.5571	-2.6017	ROUND WORLD ON DAD’S SHIP AT 19	1950-01-31
Arbroath	56.5623	-2.5841	ROUND WORLD ON DAD’S SHIP AT 19	1950-01-31
Lime Street	56.4619	-3.0018	MILL FIRE FOUGHT BY 50 FIREMEN	1950-01-31
Dundee	56.4584	-2.9737	TIE OF THE ROUND REWARD FOR WINNERS OF THE DENS PARK REPLAY	1950-01-31
Arbroath	56.5623	-2.5841	TIE OF THE ROUND REWARD FOR WINNERS OF THE DENS PARK REPLAY	1950-01-31
Tannadice	56.7124	-2.8591	TIE OF THE ROUND REWARD FOR WINNERS OF THE DENS PARK REPLAY	1950-01-31
Forfar	56.6441	-2.8890	LEAGUE GUIDE TO FORM	1950-01-31
Arbroath	56.5623	-2.5841	LEAGUE GUIDE TO FORM	1950-01-31
Muirhead	56.4969	-3.0665	TITLE FIGHT TO-NIGHT	1950-01-31
